date,location,total_cases,total_deaths,new_cases,new_deaths,total_vaccinations
2021-08-08,Russia,4229215,201893,2735,214,31944657
2020-07-19,Germany,1922135,271733,9867,191,94171187
2021-10-03,Japan,7021855,113012,8490,671,30006832
2021-11-24,Japan,978039,407332,956,883,267709
2021-09-03,UK,9288493,335325,9306,718,89471587
2021-04-23,Japan,8997354,175858,6623,780,60284347
2021-11-27,India,7352207,225758,1474,193,69432701
2022-07-17,France,499876,123711,4460,379,71147258
2020-01-27,Japan,1962165,76425,7002,402,26286453
2022-09-10,Japan,7985620,423502,6396,663,68496949
2020-06-24,Russia,611213,496297,2828,748,43649398
2021-04-02,UK,768734,15994,2850,599,55555720
2021-02-16,France,7750575,494255,2964,10,1614497
2022-01-11,Russia,4241361,111915,4594,186,14620513
2022-03-18,Brazil,5511174,385105,9141,725,21338915
2020-11-18,UK,1839433,483414,6644,14,70268382
2021-03-16,UK,6569632,104672,2850,777,88735731
2020-10-07,Italy,3672214,288783,165,296,28293523
2021-04-22,USA,2026580,279349,919,410,22993214
2021-08-23,India,7229039,318821,8305,955,16862274
2021-10-22,India,7507324,32930,3504,584,49811869
2021-04-07,Germany,6202258,73313,991,51,87951812
2022-02-07,Brazil,4339235,224923,6047,639,53072069
2021-10-10,India,9880860,113153,3839,27,31532720
2022-04-08,UK,3526737,485725,1258,576,83154199
2020-02-26,UK,8790529,280460,7609,16,95498368
2022-06-29,USA,2008960,420520,8706,350,63453681
2022-08-02,India,4455214,232911,4804,427,58738546
2021-12-31,Italy,8476563,96058,67,649,80710069
2020-03-04,USA,6918889,87876,9788,830,37238451
2022-11-24,Italy,3816446,85366,5660,228,43228451
2020-04-27,Italy,3376513,13403,4478,765,93708494
2022-02-03,Canada,1937878,342196,8210,988,58791912
2021-10-10,Italy,6193956,248550,3521,209,97466283
2021-04-08,Canada,1705215,261420,572,430,21153617
2020-12-27,Germany,5437149,477843,7082,293,94197718
2020-02-22,Japan,7271476,335639,7832,742,7542812
2020-10-13,Japan,6429611,163004,5395,752,2836520
2022-06-04,France,3266402,358234,2258,581,14671317
2022-10-14,India,8121849,298845,6039,103,75602263
2022-11-25,USA,8104789,396601,650,203,83797740
2021-08-23,Germany,4108880,252396,5741,52,99298095
2021-04-09,USA,5499593,492442,6838,973,557004
2021-05-09,Russia,4261946,57241,2587,939,12046961
2022-11-19,Russia,90093,141439,7876,374,83652885
2020-05-23,Italy,9944790,65030,3262,841,74927458
2021-07-11,Russia,1732465,177577,1338,53,39387664
2020-07-21,UK,3173584,164404,4996,275,51947605
2022-03-12,India,2859244,478394,5780,334,27740036
2022-10-23,UK,886040,207397,2827,30,3823448
2022-03-19,Canada,322918,428484,5232,134,83974021
2022-09-02,Germany,2245909,479702,2217,57,49407312
2022-04-23,Japan,116739,418779,3539,104,56574814
2022-01-31,USA,9675193,105185,7845,265,43740304
2021-09-15,Germany,9168924,36404,9229,521,4640166
2022-08-21,Germany,9755461,55182,4383,495,56933429
2022-07-26,Germany,1014929,295135,2961,252,13793149
2021-03-07,Canada,9955455,104601,3226,294,37480367
2020-11-01,Brazil,2420564,178735,6837,667,64861999
2020-11-05,India,9868643,328030,7031,157,39673923
2022-07-25,Russia,8577064,122002,9290,548,45172330
2021-11-01,USA,2653093,345992,9131,630,81667068
2021-09-05,Russia,3303457,417343,3716,66,74593818
2020-08-03,UK,5888997,319836,3414,753,82877271
2021-03-20,Germany,6944121,225461,1448,298,58727578
2021-11-25,India,6238795,299644,570,462,95073780
2020-10-17,Canada,4767348,295929,2904,724,41424430
2021-05-29,Japan,716756,84146,2505,819,44105457
2020-04-06,India,8439834,482342,917,100,17892710
2020-04-17,France,6790968,488195,6982,55,14570772
2022-08-07,Japan,3751198,47997,7427,331,21392242
2022-11-10,India,7369434,7170,6336,835,91661624
2021-03-18,Japan,3138145,144375,1678,750,25656424
2021-05-30,India,1226476,333887,615,392,48367273
2022-07-24,USA,4184056,471068,9941,742,35329901
2022-06-25,Japan,8960820,35187,7086,873,25075482
2021-01-05,Brazil,1500844,196106,4749,380,82291839
2022-09-07,France,9317776,464992,3505,91,71072075
2021-05-21,UK,3443609,132965,4529,790,87411234
2021-11-25,Canada,8752084,144825,1135,446,61261091
2020-05-19,UK,1400283,38090,8566,108,4618305
2020-11-03,Italy,5927613,458138,7226,316,35512267
2021-08-06,Canada,691757,469984,5162,167,75762320
2020-07-19,Italy,390719,321556,206,811,50096531
2021-08-27,Germany,9916545,253478,4875,981,90765929
2021-11-18,Brazil,9538555,318174,1319,919,6279763
2020-11-30,France,6854453,17509,1141,434,78275207
2022-12-20,Canada,3337920,68653,4627,441,7694481
2020-03-08,Brazil,3296050,168001,7389,217,19032824
2020-11-17,Germany,2118324,391770,2690,221,76609041
2020-03-08,Russia,6827299,441507,7323,672,64847249
2022-07-15,Japan,6247794,266186,3255,527,14385276
2021-09-03,USA,7917596,193646,8281,277,22574411
2022-02-02,USA,4902666,299345,5213,568,39727583
2022-11-26,USA,876031,223354,4108,573,51876551
2020-04-27,Canada,6232739,14016,3020,874,87050162
2020-03-11,Germany,1270896,287166,1857,465,78429833
2022-01-03,France,1059622,232034,8996,838,90330509
2021-11-14,USA,4422375,27938,9136,753,78636825
2022-10-13,Japan,378165,174750,2789,601,68993838
2021-07-12,France,9097270,380315,3875,583,5180445
2021-03-31,USA,4131479,260710,7605,837,14381111
2021-11-04,Germany,9400725,232320,9802,29,24641449
2022-03-08,Germany,9033796,323864,8135,358,15483011
2020-05-14,UK,415008,367658,6055,918,73294054
2020-07-17,Brazil,1631993,187877,3882,287,49906058
2021-11-05,Brazil,3351278,467539,7175,85,27237527
2020-04-29,Russia,2342035,133058,7129,233,13067172
2022-10-01,Italy,7978450,76478,5021,746,28825081
2022-02-21,Japan,5703394,476210,4735,312,84978571
2022-04-01,Italy,7240947,405377,2387,364,95343124
2021-06-08,France,2768362,413905,6582,776,50598852
2022-04-17,India,1170365,127101,9133,798,9617350
2021-01-05,Canada,9068026,356843,5866,838,94501311
2020-05-11,Italy,9503201,191996,2566,904,36625987
2021-02-23,Russia,9615560,494527,975,268,30464125
2020-10-26,France,5931161,361417,7212,697,79178421
2020-09-05,Brazil,6790593,205380,9146,130,98638312
2020-04-27,USA,4851188,232200,1262,802,74422883
2021-12-18,Russia,2721864,63745,5047,992,50637690
2021-01-07,Japan,3947208,132283,9135,788,20928957
2021-05-18,Germany,6984720,393445,7382,831,4199893
2021-08-31,UK,7733308,381116,6231,350,31993180
2020-01-12,France,3875754,441758,3327,179,23116283
2022-12-30,USA,2704999,407561,5630,801,83380680
2020-04-04,Japan,5298217,101489,2259,479,53234649
2021-05-27,Italy,1324070,31819,1257,888,68874123
2020-12-09,Italy,7364386,47779,464,162,70463215
2020-01-02,Russia,5787749,213493,3294,782,20351904
2022-04-26,Canada,1661793,354388,6774,887,27477439
2020-04-01,France,6576651,65584,7431,95,82062963
2020-05-17,UK,6867218,413166,1230,773,78977475
2021-12-12,Italy,9004644,146245,9076,509,90501773
2022-07-06,USA,7466027,248815,3805,364,22725750
2021-10-15,Japan,4987696,320176,6419,980,95973261
2022-01-07,India,428988,377218,5750,352,77580808
2021-04-22,USA,4084752,361417,3856,799,70103577
2020-07-28,Russia,4374857,290180,3135,435,62346672
2022-08-21,Italy,2977590,254957,6953,82,11464430
2022-10-03,Canada,7599600,71356,9116,224,17123177
2022-01-17,Brazil,6610734,145364,6034,411,75761808
2020-07-20,USA,3297291,3052,4589,734,83013608
2020-02-27,Canada,4894287,306521,1546,980,64455747
2021-04-06,USA,7954647,482533,6065,117,1753787
2022-11-15,Germany,2490706,198910,1094,481,17813500
2020-04-10,Brazil,7542535,329963,2411,191,87467885
2021-03-17,Russia,9580510,375833,2617,590,20497116
2021-06-13,Japan,8047252,146692,8954,589,21804312
2021-12-26,Germany,5254224,30461,4145,658,84211476
2022-08-18,India,6215140,282894,2775,106,43906699
2022-12-24,India,3737973,491642,6628,381,55279157
2021-09-30,India,2202575,481935,3155,782,37259903
2022-12-14,Russia,6611653,9472,3970,389,38301696
2021-03-28,India,464071,331407,7972,243,36179628
2022-09-29,Italy,4381137,112036,8775,584,96704429
2021-01-02,Germany,4912216,188674,5415,868,69050799
2020-12-05,Germany,9164043,287667,4331,467,44259718
2020-01-25,France,7597626,161838,1942,865,17335551
2020-11-19,Japan,3498472,365406,6026,933,98507146
2020-06-07,Canada,8369689,66060,8301,537,70448055
2021-03-06,France,1564718,271223,191,209,16648365
2020-08-16,Canada,5139743,139471,9095,603,30676012
2020-01-09,Japan,9991183,322870,861,636,2392918
2020-03-06,Russia,3813270,355050,6711,946,5016716
2021-09-08,UK,4806425,278676,9275,72,63883802
2020-06-24,USA,6609876,384833,649,991,94229224
2020-06-09,Canada,2378837,475573,4134,634,39406288
2021-04-26,France,6123769,43162,7587,308,52059196
2022-06-11,Russia,1524102,396965,8828,695,21877899
2020-11-05,Japan,9052788,273497,1036,698,58022484
2020-11-04,UK,2383366,112313,4131,709,91872286
2022-07-09,USA,2035848,28477,2148,589,28913671
2021-12-01,USA,5122930,155642,5457,859,53694231
2021-09-13,UK,8593223,86373,6079,185,81172390
2020-08-01,UK,9913841,404653,2430,855,59959328
2021-11-22,Brazil,6691409,169176,1879,252,59952782
2021-08-04,France,838003,194442,7542,12,8322499
2021-06-21,UK,3433382,4551,2011,298,42431936
2020-02-10,Germany,8670178,68359,3373,75,53719967
2022-09-11,France,3395049,448096,7357,50,6377354
2021-01-14,India,66150,143988,1289,786,9151325
2020-04-16,USA,7951632,126150,1447,148,18743332
2020-10-21,India,7429645,473919,3199,730,31547314
2020-05-18,Japan,6081687,172517,6381,121,9006819
2021-08-05,India,8948331,309780,7522,210,11020321
2021-03-26,Canada,2547500,467143,6059,279,44458438
2020-10-16,Russia,9388162,471410,3183,537,97382843
2021-03-21,USA,4193060,291829,5462,684,29936876
2022-05-24,Germany,134055,313278,3216,155,9174836
2020-05-15,USA,9064630,351060,3136,237,72428683
2020-08-30,UK,9198550,107967,3318,375,49920360
2020-10-01,France,9084966,94455,2782,81,82587943
2020-01-12,Canada,1841648,258835,9182,491,54835121
2021-03-29,India,7132508,461063,7657,355,72002782
2020-02-18,India,6437845,433209,4920,924,22983875
2020-10-06,Brazil,3828433,175405,6324,272,50389591
2021-08-16,Japan,2735264,239646,6327,579,96994791
2020-01-12,Germany,4448748,189937,8417,43,88162535
2020-03-16,France,7152747,472312,776,572,99056485
2022-09-07,France,4137270,311900,5208,122,13131425
2021-09-25,Germany,4317922,385007,687,348,10899822
2022-12-10,UK,8847905,61192,529,707,49312224
2021-12-05,Russia,7465373,191758,5067,329,97361477
2020-07-29,Italy,1020154,310877,8080,408,86951090
2021-04-07,UK,8070924,235161,5518,990,57271779
2021-01-16,Canada,6843532,288137,2153,322,13954542
2022-12-17,Japan,4945169,161564,9486,110,23310280
2022-09-10,France,6733215,152053,6094,769,48277026
2022-05-30,UK,8195810,286287,6974,88,74789793
2021-08-11,France,7904294,470819,9718,432,94413839
2021-08-14,Canada,7185197,482668,4774,709,42998225
2020-03-11,Germany,8171548,191349,7692,793,69920145
2020-12-09,Russia,6714301,107044,3103,711,57325861
2020-10-20,Brazil,9258731,181062,2440,98,92778481
2020-09-17,France,7969693,128406,4135,538,6602922
2021-07-22,Italy,1859582,456104,7124,600,21763103
2020-10-19,Italy,7744064,69351,5201,145,6822150
2021-08-30,India,2129885,490588,844,693,9762006
2020-04-21,Germany,4720642,181071,446,256,20658733
2022-03-12,Germany,549239,234085,3915,188,40534204
2022-05-26,France,8945309,233883,3109,239,84521745
2020-02-15,Germany,5408753,498095,1234,870,99930694
2020-05-18,France,3047569,70309,6587,898,95131431
2021-04-26,Russia,9659072,405662,226,502,88617805
2021-01-29,Japan,785332,161805,4143,707,27537329
2020-04-25,Brazil,9156558,119156,7185,808,16100612
2022-04-20,UK,8555080,338144,5558,676,66828269
2021-08-06,Brazil,397710,441848,186,818,29611189
2021-08-14,Russia,6503216,21576,2535,270,12832248
2020-03-29,India,4317048,3320,1932,519,76769621
2020-08-18,Russia,3188729,141822,9040,549,17545237
2020-02-22,Japan,4785956,103002,2032,113,7120473
2022-08-02,USA,5105724,184535,1252,338,58732777
2021-03-22,Italy,5025764,26572,5509,567,47011190
2021-11-28,Russia,7996198,280092,5074,942,83223168
2022-10-04,Brazil,910775,116528,1881,985,47286051
2022-05-31,USA,5954878,169898,269,358,58348126
2020-03-11,Brazil,5927997,89051,1630,649,86262299
2020-10-31,Japan,558924,290011,4405,613,65805346
2022-07-21,Brazil,3881185,191303,6139,333,48592315
2020-07-12,Japan,5004998,459478,1574,688,85949670
2022-02-21,India,5166650,222428,1695,168,38234429
2021-10-06,France,5693075,257412,3258,338,35295574
2020-05-14,Germany,8109916,203305,3262,797,66997677
2021-08-25,Russia,5193278,306822,1445,260,53587819
2020-04-14,Italy,431413,369705,6263,886,97004498
2020-04-23,Brazil,9741172,275107,8411,734,95728252
2022-03-28,Canada,4165100,457576,52,198,4378065
2022-08-11,Russia,863561,49434,9949,210,67072078
2021-04-06,Brazil,302186,66617,5570,286,50600508
2020-10-16,Russia,3207393,413485,7579,691,76278208
2021-06-27,USA,5489464,117569,1666,761,60047064
2022-06-19,Japan,7456985,207384,6901,742,97024281
2020-06-23,UK,6767528,359496,2785,471,5741218
2022-07-11,USA,1026553,341876,719,481,47601720
2022-08-22,Germany,9623810,369792,8597,22,34996174
2020-11-10,India,8533879,81494,6855,559,14710222
2021-10-26,Italy,3743797,219977,2294,108,57509929
2020-11-14,Italy,1514542,77225,8263,295,5163509
2022-12-02,Russia,6357718,82867,9421,5,11240640
2020-02-26,Italy,4180656,168600,9759,549,79441802
2020-07-10,Italy,8465506,255669,4482,680,82369261
2020-10-14,Germany,6846192,341116,698,867,10363621
2021-09-26,UK,8676924,458818,7243,794,29055140
2021-10-22,Brazil,7347689,358405,9018,202,50821874
2020-11-21,Brazil,1829553,90748,5918,324,97513561
2020-05-10,Italy,3041341,254265,348,824,14558898
2021-08-28,Russia,1039504,164404,5374,784,46126042
2022-12-21,Canada,6666455,386625,7869,243,51633209
2022-01-30,UK,7663589,484153,307,326,1945548
2020-04-06,Italy,7918348,129529,3416,986,84269718
2020-01-20,Italy,4988023,472145,4820,46,23623531
2022-09-10,France,7635836,462422,3558,760,51683062
2021-02-17,Brazil,7809006,484353,4478,590,66105773
2020-11-28,UK,1675843,264395,6531,621,48901925
2020-02-12,India,8423309,438933,4620,12,2154350
2022-03-03,Japan,3229028,361252,2985,906,28934156
2020-03-26,USA,7056993,158099,8112,379,42899206
2020-07-12,Japan,1721610,97382,8467,364,4545418
2022-06-18,Russia,2339767,479767,2547,601,89050057
2022-02-07,UK,2614235,9583,336,341,23141600
2020-05-12,UK,491036,50387,2979,859,57574065
2021-05-10,Canada,8715912,285248,3968,791,18926658
2021-03-23,UK,6046914,12224,910,220,99213096
2022-03-31,Japan,2710241,322768,1996,72,22274724
2020-11-05,Brazil,1142953,449274,3129,745,18361846
2021-07-31,Italy,3961352,366464,5447,771,66934967
2021-09-14,USA,3978702,227444,6129,624,84947948
2021-10-11,Germany,8168984,422515,5850,45,88783375
2022-07-08,Russia,326916,340716,4204,503,92235051
2021-07-24,Japan,3597706,347613,7446,273,65268529
2022-05-04,Japan,4506554,340072,8519,554,508906
2020-07-30,Japan,605409,466690,9991,207,91299056
2020-05-18,UK,9462743,266285,314,928,47131078
2020-05-30,Canada,6849486,154422,1134,860,9471717
2022-10-28,Brazil,5050405,468298,4876,614,54344581
2021-03-17,Italy,8337735,333015,8102,123,12981906
2020-11-03,USA,1725690,136149,9712,9,11045107
2020-04-18,Brazil,3280772,46015,8347,328,10870322
2020-09-06,Germany,8197295,464363,5592,186,42952641
2022-01-10,UK,5809041,452396,1724,542,27398914
2022-12-13,France,5087268,171929,3343,667,98377965
2020-07-19,Italy,6155579,232268,886,59,89713909
2022-05-01,Russia,403119,190912,721,760,6072664
2022-05-10,Germany,8212420,322046,7678,898,81112547
2022-09-27,India,402732,5577,9104,885,18700597
2021-09-03,Germany,506079,282146,3357,950,1230384
2020-06-17,Russia,1950013,50711,870,781,19957019
2021-08-20,France,1132658,39451,6751,441,27756581
2022-01-10,India,1985209,493027,497,216,77283359
2020-05-08,Italy,4322626,180175,1756,910,71531762
2020-04-25,USA,656951,421863,1117,1,49831464
2021-12-21,Brazil,8399911,34831,2828,535,63508070
2022-07-10,Brazil,9598817,249402,1647,717,83232362
2020-10-31,Russia,3479591,231376,6992,831,79526645
2022-06-15,Brazil,5203916,358642,6771,710,17626493
2020-11-13,Canada,6026988,391093,142,355,2317910
2021-07-01,Italy,7426263,244942,2761,625,84943425
2021-03-29,UK,2366610,95119,3435,791,9008265
2021-05-18,France,4180303,328974,6622,666,19973319
2020-08-13,USA,9456807,342776,7069,164,3046734
2021-08-16,India,4684346,298977,4512,997,90189804
2021-02-14,Japan,458298,243466,1848,733,96610908
2020-01-31,USA,1047343,223936,2696,90,16064958
2022-03-28,USA,5719720,286542,1717,166,67824987
2021-06-17,Canada,8493836,61554,3072,958,38637845
2020-08-22,Japan,4620650,50755,9259,206,82455521
2022-08-13,Canada,1755692,410922,2786,281,40662816
2020-08-12,Italy,9272664,153412,3791,64,98977166
2022-01-10,France,1730228,327138,9480,887,74096006
2020-07-12,USA,1946793,63884,3871,515,7418839
2021-03-24,Russia,1569123,346505,1806,156,78289497
2021-09-24,Germany,6115518,17482,1504,760,59427377
2022-09-30,Russia,7393979,54225,3308,768,28068873
2020-04-06,Italy,8437482,189921,7117,746,30841422
2020-08-12,Germany,1622572,74854,5048,305,49946682
2021-01-21,Russia,3220281,41256,8263,877,54062167
2020-12-01,Italy,2689784,240617,1690,981,68919754
2021-09-10,India,8175602,108721,9536,394,60801127
2022-11-03,Canada,709662,81110,3303,73,69460756
2022-11-30,France,6863382,113606,3113,186,16513127
2021-05-25,France,5321129,14650,9074,573,8781053
2022-08-16,Brazil,8859060,177190,7850,336,24363749
2020-09-01,USA,5672605,28930,6416,675,38628686
2021-05-23,Japan,2592670,216779,1504,567,60325326
2021-06-04,Italy,4810833,260102,8924,622,2106916
2020-05-02,Canada,6703459,362544,9940,729,94558508
2021-01-26,Italy,6417665,273945,3924,239,53711475
2022-02-10,India,442061,51360,8615,532,21998932
2021-01-02,Canada,3761675,350052,9783,140,51600875
2020-06-11,Canada,7415745,147631,4485,264,55022675
2020-09-08,Russia,8082655,294478,8100,138,85068704
2020-05-11,USA,8877580,236545,8684,458,6429954
2020-03-12,France,9512602,13288,191,69,49174887
2022-01-31,India,3081328,153470,8690,384,77373867
2022-09-14,Canada,5371112,207302,4917,629,16914774
2020-03-15,Russia,8551646,274335,5831,197,71997786
2021-02-12,Germany,7281505,280195,9448,204,89503522
2021-03-15,Brazil,5124795,61715,4322,725,61065112
2020-06-03,Italy,5411263,10737,6999,567,26500350
2021-06-06,India,3963735,65140,9008,798,28186453
2021-08-13,USA,9763180,156323,7282,981,81704071
2021-04-14,France,6493509,182047,9665,804,42198263
2022-11-12,Canada,8989138,267291,9278,686,56783333
2021-10-21,Canada,9466441,50508,1874,858,2626961
2021-12-24,Russia,8824031,314368,9062,881,92881307
2021-11-16,Brazil,1192929,281787,4763,973,98588618
2020-06-12,Italy,8711998,301111,8464,639,42624907
2021-06-15,Italy,6555035,492066,9221,430,27273663
2021-03-12,Russia,4068316,103535,1051,889,37104385
2020-04-02,Germany,8067987,302877,9765,324,21858427
2022-05-08,France,1656671,477219,7538,441,11840771
2021-08-04,India,5681635,296952,7411,803,16235436
2020-08-28,Canada,6145265,198360,6320,287,71297900
2020-12-11,Germany,8527171,58959,2105,225,14146670
2021-04-07,Brazil,783066,395065,307,63,65576225
2020-03-04,UK,9943231,330322,7737,966,14922527
2021-04-15,Russia,4899856,198208,3359,937,49208342
2021-05-07,India,6240779,191812,3176,559,62686128
2021-06-25,France,4055957,112255,1251,713,96757959
2022-06-21,France,6617488,86322,5366,497,64886001
2020-06-07,UK,597897,306709,1517,848,97346798
2020-10-13,UK,3941237,413399,6226,925,99957038
2020-06-11,Russia,9161408,1132,5305,916,70554788
2021-01-01,France,2042999,169331,9570,59,25994268
2020-07-02,UK,3659985,227684,5869,396,28584612
2020-06-18,UK,1902897,325812,8039,256,92087589
2020-08-26,India,8019213,259427,4891,576,37401052
2022-09-27,Japan,3576511,431779,4992,238,92764542
2022-08-05,USA,1163950,485443,1961,800,40286763
2022-04-24,France,549148,108835,2863,37,95510276
2021-12-30,Japan,2773707,142003,6603,24,50214579
2021-11-04,USA,5068002,258228,4567,409,15428903
2021-06-01,France,2773939,73169,6513,460,92841610
2021-01-28,France,1935740,260529,4005,570,67862861
2020-01-28,France,3434955,443855,9114,987,49640695
2021-10-19,Japan,4936710,253608,183,416,92349680
2020-04-16,USA,5155872,234385,7755,356,73673833
2022-12-26,USA,3177326,189973,3358,382,10695586
2020-09-22,Italy,1554510,100417,6615,808,95769260
2022-03-24,Brazil,3763122,1044,9590,157,72978992
2022-01-31,France,4421590,177763,6797,568,63975546
2021-01-25,USA,2534937,231807,8728,432,43152418
2021-01-07,India,812461,24363,7678,47,2493033
2022-04-23,Canada,4427036,308838,5698,327,31366107
2020-04-21,Russia,1718224,394798,1273,432,89297735
2020-01-11,Italy,2710626,473126,6653,430,31916447
2021-08-08,USA,9312652,460060,1096,55,61344380
2022-07-23,Italy,7906166,283445,9497,576,44506438
2022-06-03,Brazil,7310108,336473,9107,267,49171750
2021-12-16,Italy,9775260,1620,8002,68,76828079
2020-11-20,France,6440010,324368,4247,727,46813530
2020-12-13,India,8674163,449871,9220,901,22943780
2021-09-29,Japan,444191,95419,5314,600,78427835
2022-11-23,India,1502337,168606,3354,448,10815999
2022-04-16,Canada,3486669,382194,270,792,21689168
2020-02-09,Canada,9309205,496712,1186,256,13017033
2020-02-13,Brazil,3722946,432606,6305,671,81465219
2020-08-29,Japan,7064400,202701,2398,489,64090646
2020-11-14,Germany,9874813,318000,6995,745,51960580
2021-11-02,Brazil,224695,180324,7299,642,72632001
2020-06-09,Canada,3441628,317953,4182,48,29665133
2022-10-18,Japan,9490452,22259,9903,658,7156375
2022-09-08,Canada,7552975,20655,2230,315,39609361
2021-04-28,Brazil,8123236,426221,6511,412,60653594
2021-07-04,India,7761850,424845,128,433,48630295
2022-03-25,UK,9799314,416826,9461,1,46359580
2021-05-11,Japan,3340216,450400,3672,840,56911498
2021-01-21,India,3833284,21602,9793,951,31360634
2021-08-21,UK,1847865,348089,4765,144,45216383
2022-04-28,Japan,7586725,142182,3970,955,78745455
2022-09-07,India,9308092,399289,7545,365,92073076
2020-06-04,Brazil,4897954,362990,5552,419,43228291
2021-08-06,Canada,4017136,342962,627,572,98655520
2022-05-14,Russia,344855,403411,6589,784,59254477
2022-08-17,Canada,5750283,1537,2044,560,27832311
2022-06-12,USA,1074961,410354,2341,843,8917033
2020-01-23,Brazil,4625678,437544,5884,443,75246751
2022-11-27,France,2377935,256210,8185,915,89743099
2020-08-15,Japan,1134106,177274,249,433,64521906
2020-12-02,Canada,8296877,171236,2925,642,73837692
2022-04-08,Brazil,2474968,388689,5043,554,35441923
2020-04-07,USA,6166160,89743,974,56,69204180
2021-06-07,France,5672540,447875,9517,561,19695554
2022-01-30,France,5644807,86155,7192,963,56528344
2021-06-13,Brazil,5972558,442908,9175,976,8936259
2020-07-28,Italy,2442266,382342,9080,177,29115069
2022-01-19,USA,4437677,418061,2672,292,31958446
2022-04-29,UK,9607366,89846,7279,45,54605903
2022-03-03,Japan,5241218,234507,7531,169,88865722
2020-04-08,India,5150635,292706,9518,270,91618181
2022-03-23,Brazil,5481140,290180,8662,416,90496094
2022-11-11,Japan,7214615,191824,1987,847,65653159
2020-12-15,India,8010643,336377,90,138,18003916
2022-03-22,Italy,4981262,83049,8721,246,79724467
2021-04-14,Germany,4525208,239647,4059,147,79632899
2020-05-20,Canada,5290717,330825,2773,229,98783396
2021-07-02,Germany,518349,289962,9878,791,14210473
2022-01-08,USA,2881990,423760,8383,636,83758052
2020-10-28,India,797968,324676,7409,703,82054955
2022-08-01,UK,7892861,471852,4440,373,24673248
2020-11-18,France,8467691,319849,7347,79,46250999
2021-09-16,Brazil,6211411,20104,1008,605,88888361
2022-12-01,India,2655971,386480,3783,737,76569316
2022-09-01,Brazil,5609125,127904,6646,64,26701523
2021-11-01,Brazil,2874299,331747,4298,87,44648863
2020-12-11,Canada,7339838,102499,4668,87,21748790
2021-08-20,Japan,7330292,321169,4287,712,60006735
2021-04-01,Germany,1804673,227336,2052,725,51586948
2021-12-02,Germany,2938199,294461,6009,203,54776688
2021-02-14,Brazil,7594378,424632,1716,912,61830573
2020-09-25,Japan,8998604,173084,310,381,37868491
2022-07-14,Italy,4909776,367729,4538,600,8223404
2021-09-04,UK,9167121,461261,1260,475,18116372
2020-09-13,Japan,3303389,152472,3932,572,11001165
2020-08-04,India,8025407,310414,584,782,61278948
2021-07-04,Italy,4354385,203141,7616,605,21724565
2022-03-22,India,8777198,119415,8551,818,32903197
2021-03-18,USA,3151882,443049,2866,538,95929860
2020-07-01,Japan,3210016,194716,5898,213,18784830
2022-05-11,France,6737320,80206,2011,73,94208220
2022-08-28,France,2389383,331612,6251,60,6378298
2022-08-22,UK,6996746,190545,4939,697,75278301
2020-12-10,India,164053,439025,4006,542,25766481
2022-11-21,Russia,5973544,431544,1625,218,50943469
2022-10-28,France,5282379,430000,890,11,63996657
2022-08-12,India,9825144,23723,6078,813,34829564
2020-05-07,Canada,2542637,322790,7036,414,19275072
2022-06-19,France,8033951,197327,8923,31,74751014
2022-01-13,Brazil,8107317,74,3961,159,69592060
2022-06-23,Russia,4158549,255245,2504,236,27305424
2020-10-02,France,9734816,288642,8806,738,14425858
2020-07-10,Brazil,4530889,196594,3806,180,27367238
2020-05-28,Japan,8411039,96881,6100,828,42352026
2022-06-26,Canada,9631739,413757,1719,557,21699051
2022-10-03,Brazil,9035616,45929,6686,340,729525
2021-09-11,Russia,8962049,123199,1587,457,2147086
2022-11-24,Brazil,8284960,231525,7000,79,99942390
2020-02-28,UK,2049949,288172,9803,646,22379444
2022-12-01,UK,8388512,29545,896,771,44848111
2021-02-12,Canada,1268300,79569,5558,986,74199621
2022-06-01,USA,1947763,31673,8469,819,3915995
2021-02-27,Brazil,7654502,424190,4647,758,3351555
2022-08-19,France,3882149,452115,9828,472,17488874
2020-03-27,Italy,4873062,416313,2432,670,66437008
2022-01-25,Japan,7045209,364655,3904,714,5325089
2020-01-08,India,8439469,355288,6837,111,97599867
2022-12-12,Japan,7678073,326968,1449,979,18395013
2021-03-11,UK,4845710,23525,4500,291,7940899
2021-04-23,India,4000737,57804,5454,949,87694054
2022-10-03,Canada,9109609,146115,9424,821,45025190
2022-02-17,Italy,7258746,41846,4117,630,64399439
2020-06-19,UK,1443717,77261,8869,382,35741761
2020-12-28,USA,4409352,233312,2028,16,12930895
2022-08-15,Russia,5111142,443443,6845,492,98449344
2022-04-16,UK,9594271,184100,3758,330,78272570
2022-10-13,France,8421928,430599,5904,925,83657481
2022-01-08,UK,8715633,291627,4624,738,77072902
2020-04-13,Italy,6906571,7265,8848,872,77146825
2021-11-23,Italy,8752967,284907,165,485,60620619
2021-05-03,Italy,1308507,206724,4591,405,3046352
2021-10-02,UK,4066621,15733,589,116,23665900
2021-06-04,Italy,9331795,374340,4524,554,10612491
2021-09-14,UK,9986298,91038,2821,879,38895694
2020-10-20,Italy,100734,299564,6509,114,27473650
2021-11-21,France,8546310,140319,7693,794,38182687
2020-04-01,Italy,2851274,417056,9454,548,70459039
2021-05-13,Italy,1225811,458365,71,813,96176242
2021-06-16,Canada,9535695,21058,3580,624,70276721
2021-01-22,India,3081091,246301,7962,546,84965501
2022-01-13,India,3829049,297073,268,643,75576921
